"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Sex code (SEX_LABEL)","Meaning of Ethnicity code (ETH_GROUP_LABEL)","Meaning of Race code (RACE_GROUP_LABEL)","Meaning of Veteran code (VET_GROUP_LABEL)","Meaning of Sales, value of shipments, or revenue size of firms code (RCPSZFI_LABEL)","Year (YEAR)","Number of employer firms (FIRMPDEMP)","Sales, value of shipments, or revenue of employer firms ($1,000) (RCPPDEMP)","Number of employees (EMP)","Annual payroll ($1,000) (PAYANN)","Relative standard error of employer firms (%) (FIRMPDEMP_S)","Relative standard error of sales, value of shipments, or revenue of employer firms (%) (RCPPDEMP_S)","Relative standard error of number of employees (%) (EMP_S)","Relative standard error of annual payroll (%) (PAYANN_S)"
"United States","00","Total for all sectors","Equally male/female","Total","Total","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","904","331,885","3,869","89,703","26.7","24.8","45.4","34.7"
"United States","00","Total for all sectors","Equally male/female","Total","Total","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","571","397,042","4,324","133,701","46.7","48.3","53.2","55.4"
"United States","00","Total for all sectors","Equally male/female","Total","Total","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Hispanic","Total","Veteran","Firms with sales/receipts of less than $5,000","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","630","23,239","742","17,473","21.0","19.2","34.2","72.2"
"United States","00","Total for all sectors","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","1,479","113,877","1,717","29,501","17.3","17.7","23.3","18.4"
"United States","00","Total for all sectors","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","2,883","486,405","5,483","125,112","18.4","17.2","24.1","26.5"
"United States","00","Total for all sectors","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","2,476","854,086","7,911","240,483","14.7","15.9","20.0","16.4"
"United States","00","Total for all sectors","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","2,007","1,396,075","11,480","432,017","20.7","21.3","22.9","28.3"
"United States","00","Total for all sectors","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","2,676","21,618,565","116,303","5,767,669","12.8","26.2","10.7","11.2"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with sales/receipts of less than $5,000","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of less than $5,000","2018","2,453","5,228","6,534","236,479","19.0","19.8","62.5","43.5"
"United States","00","Total for all sectors","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","3,349","23,238","2,231","61,609","12.4","12.1","22.4","32.0"
"United States","00","Total for all sectors","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","7,623","128,712","7,513","146,659","10.4","11.4","24.9","32.1"
"United States","00","Total for all sectors","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","14,425","537,096","22,573","1,334,056","4.9","5.1","56.7","134.3"
"United States","00","Total for all sectors","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","29,803","2,227,472","38,871","740,171","5.8","5.7","10.7","7.9"
"United States","00","Total for all sectors","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","69,288","11,585,965","123,684","3,244,184","3.0","3.3","3.7","4.9"
"United States","00","Total for all sectors","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","64,468","23,229,249","216,704","6,708,618","2.8","2.5","3.2","4.3"
"United States","00","Total for all sectors","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","51,845","36,975,683","312,667","10,794,110","3.0","3.0","6.0","5.4"
"United States","00","Total for all sectors","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","81,714","848,226,416","2,981,240","147,759,751","2.9","17.0","4.4","4.2"
"United States","00","Total for all sectors","Total","Total","White","Veteran","Firms with sales/receipts of less than $5,000","2018","2,304","4,894","6,484","233,327","20.4","19.3","62.5","43.9"
"United States","00","Total for all sectors","Total","Total","White","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","3,276","22,801","2,186","61,237","13.1","12.8","21.5","32.0"
"United States","00","Total for all sectors","Total","Total","White","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","7,570","127,969","7,496","146,056","13.0","13.7","26.4","32.4"
"United States","00","Total for all sectors","Total","Total","White","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","13,857","515,333","22,272","1,336,568","4.6","4.6","56.6","133.9"
"United States","00","Total for all sectors","Total","Total","White","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","29,335","2,197,217","38,210","725,172","5.1","5.0","9.4","7.9"
"United States","00","Total for all sectors","Total","Total","White","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","67,188","11,231,494","118,410","3,149,794","2.8","3.1","3.5","5.3"
"United States","00","Total for all sectors","Total","Total","White","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","62,339","22,459,511","205,738","6,478,814","2.8","2.5","3.7","4.4"
"United States","00","Total for all sectors","Total","Total","White","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","51,062","36,461,176","297,234","10,590,165","3.6","3.7","5.7","5.5"
"United States","00","Total for all sectors","Total","Total","White","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","80,748","850,498,508","2,959,225","147,862,646","2.8","17.2","4.1","4.1"
"United States","00","Total for all sectors","Total","Total","Black or African American","Veteran","Firms with sales/receipts of less than $5,000","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","835","32,582","789","9,512","23.9","25.6","34.0","25.6"
"United States","00","Total for all sectors","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","1,433","104,802","1,619","34,584","16.2","15.1","18.4","43.0"
"United States","00","Total for all sectors","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","3,777","644,190","8,762","167,153","16.9","17.8","19.2","17.9"
"United States","00","Total for all sectors","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","2,968","1,040,815","12,293","316,168","13.2","13.7","16.9","18.1"
"United States","00","Total for all sectors","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","1,697","1,146,164","18,899","409,781","24.0","25.5","36.0","30.1"
"United States","00","Total for all sectors","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","1,982","10,704,455","101,378","3,726,923","10.1","18.1","31.8","25.5"
"United States","00","Total for all sectors","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of less than $5,000","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","4","35","3","39","40.1","4.6","53.5","4.1"
"United States","00","Total for all sectors","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","234","16,871","202","5,187","44.8","45.5","51.6","53.1"
"United States","00","Total for all sectors","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","615","104,584","1,447","33,576","45.2","47.4","66.5","60.5"
"United States","00","Total for all sectors","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","563","195,495","1,709","44,210","32.3","34.6","50.7","35.9"
"United States","00","Total for all sectors","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","467","308,950","2,244","78,361","23.5","24.5","37.7","32.8"
"United States","00","Total for all sectors","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","403","2,276,543","11,186","664,997","32.2","36.2","57.8","52.9"
"United States","00","Total for all sectors","Total","Total","Asian","Veteran","Firms with sales/receipts of less than $5,000","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Total","Asian","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Total","Asian","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","32","538","8","163","13.5","17.4","78.0","10.1"
"United States","00","Total for all sectors","Total","Total","Asian","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","374","13,082","370","4,844","50.3","49.3","68.3","69.2"
"United States","00","Total for all sectors","Total","Total","Asian","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","573","44,521","1,058","10,694","31.8","31.8","49.9","37.7"
"United States","00","Total for all sectors","Total","Total","Asian","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","1,404","247,375","2,869","67,663","24.0","22.1","37.4","27.7"
