"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Sex code (SEX_LABEL)","Meaning of Ethnicity code (ETH_GROUP_LABEL)","Meaning of Race code (RACE_GROUP_LABEL)","Meaning of Veteran code (VET_GROUP_LABEL)","Meaning of Employment size of firms code (EMPSZFI_LABEL)","Year (YEAR)","Number of employer firms (FIRMPDEMP)","Sales, value of shipments, or revenue of employer firms ($1,000) (RCPPDEMP)","Number of employees (EMP)","Annual payroll ($1,000) (PAYANN)","Relative standard error of employer firms (%) (FIRMPDEMP_S)","Relative standard error of sales, value of shipments, or revenue of employer firms (%) (RCPPDEMP_S)","Relative standard error of number of employees (%) (EMP_S)","Relative standard error of annual payroll (%) (PAYANN_S)"
"United States","31-33","Manufacturing","Female","Total","Total","Veteran","Firms with 20 to 49 employees","2018","24","M","919","21,278","49.4","S","62.2","37.1"
"United States","31-33","Manufacturing","Female","Total","Total","Veteran","Firms with 50 to 99 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Female","Total","Total","Veteran","Firms with 100 to 249 employees","2018","D","D","1,000 to 2,499 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Female","Total","Total","Veteran","Firms with 500 employees or more","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Male","Total","Total","Veteran","Firms with no employees","2018","1,133","U","0","278,620","14.3","S","0.0","4.7"
"United States","31-33","Manufacturing","Male","Total","Total","Veteran","Firms with 1 to 4 employees","2018","5,988","U","13,496","518,712","7.1","S","8.8","15.0"
"United States","31-33","Manufacturing","Male","Total","Total","Veteran","Firms with 5 to 9 employees","2018","2,839","U","18,369","741,887","8.2","S","9.3","9.3"
"United States","31-33","Manufacturing","Male","Total","Total","Veteran","Firms with 10 to 19 employees","2018","2,494","W","33,641","1,498,215","8.9","S","9.6","15.6"
"United States","31-33","Manufacturing","Male","Total","Total","Veteran","Firms with 20 to 49 employees","2018","2,076","W","64,767","3,273,648","12.7","S","14.6","14.4"
"United States","31-33","Manufacturing","Male","Total","Total","Veteran","Firms with 50 to 99 employees","2018","917","W","62,872","3,209,085","26.6","S","26.1","26.3"
"United States","31-33","Manufacturing","Male","Total","Total","Veteran","Firms with 100 to 249 employees","2018","621","W","77,623","3,914,508","20.8","S","23.1","17.6"
"United States","31-33","Manufacturing","Male","Total","Total","Veteran","Firms with 250 to 499 employees","2018","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Male","Total","Total","Veteran","Firms with 500 employees or more","2018","106","W","84,339","4,455,662","30.5","S","10.1","16.1"
"United States","31-33","Manufacturing","Equally male/female","Total","Total","Veteran","Firms with no employees","2018","21","K","0","1,161","44.1","S","0.0","55.1"
"United States","31-33","Manufacturing","Equally male/female","Total","Total","Veteran","Firms with 1 to 4 employees","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Equally male/female","Total","Total","Veteran","Firms with 5 to 9 employees","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Equally male/female","Total","Total","Veteran","Firms with 10 to 19 employees","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Equally male/female","Total","Total","Veteran","Firms with 100 to 249 employees","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Hispanic","Total","Veteran","Firms with no employees","2018","13","I","0","407","52.6","S","0.0","9.6"
"United States","31-33","Manufacturing","Total","Hispanic","Total","Veteran","Firms with 1 to 4 employees","2018","134","L","274","7,348","46.6","S","40.2","33.7"
"United States","31-33","Manufacturing","Total","Hispanic","Total","Veteran","Firms with 5 to 9 employees","2018","103","O","636","24,747","44.4","S","41.9","39.2"
"United States","31-33","Manufacturing","Total","Hispanic","Total","Veteran","Firms with 10 to 19 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Total","Hispanic","Total","Veteran","Firms with 20 to 49 employees","2018","38","R","1,299","80,995","51.5","S","48.8","46.4"
"United States","31-33","Manufacturing","Total","Hispanic","Total","Veteran","Firms with 50 to 99 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Total","Hispanic","Total","Veteran","Firms with 100 to 249 employees","2018","2","O","532","23,729","80.3","S","2.0","2.9"
"United States","31-33","Manufacturing","Total","Hispanic","Total","Veteran","Firms with 250 to 499 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with no employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Equally Hispanic/non-Hispanic","Total","Veteran","Firms with 10 to 19 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Non-Hispanic","Total","Veteran","Firms with no employees","2018","1,171","U","0","282,716","14.6","S","0.0","4.6"
"United States","31-33","Manufacturing","Total","Non-Hispanic","Total","Veteran","Firms with 1 to 4 employees","2018","6,097","U","13,715","522,515","6.8","S","8.1","14.8"
"United States","31-33","Manufacturing","Total","Non-Hispanic","Total","Veteran","Firms with 5 to 9 employees","2018","2,829","U","18,349","734,027","7.8","S","9.4","9.7"
"United States","31-33","Manufacturing","Total","Non-Hispanic","Total","Veteran","Firms with 10 to 19 employees","2018","2,458","W","33,174","1,482,264","8.2","S","9.1","15.8"
"United States","31-33","Manufacturing","Total","Non-Hispanic","Total","Veteran","Firms with 20 to 49 employees","2018","2,062","W","64,387","3,213,931","12.7","S","14.9","14.7"
"United States","31-33","Manufacturing","Total","Non-Hispanic","Total","Veteran","Firms with 50 to 99 employees","2018","889","W","61,270","3,101,276","28.7","S","27.8","28.2"
"United States","31-33","Manufacturing","Total","Non-Hispanic","Total","Veteran","Firms with 100 to 249 employees","2018","630","W","78,804","3,996,383","20.0","S","22.3","17.9"
"United States","31-33","Manufacturing","Total","Non-Hispanic","Total","Veteran","Firms with 250 to 499 employees","2018","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Total","Non-Hispanic","Total","Veteran","Firms with 500 employees or more","2018","108","W","85,228","4,507,165","30.0","S","10.0","15.9"
"United States","31-33","Manufacturing","Total","Total","White","Veteran","Firms with no employees","2018","1,150","U","0","281,914","14.7","S","0.0","4.7"
"United States","31-33","Manufacturing","Total","Total","White","Veteran","Firms with 1 to 4 employees","2018","6,144","U","13,770","524,151","7.0","S","8.2","14.8"
"United States","31-33","Manufacturing","Total","Total","White","Veteran","Firms with 5 to 9 employees","2018","2,832","U","18,419","744,948","9.2","S","10.2","9.7"
"United States","31-33","Manufacturing","Total","Total","White","Veteran","Firms with 10 to 19 employees","2018","2,418","W","32,777","1,473,450","10.4","S","10.9","16.2"
"United States","31-33","Manufacturing","Total","Total","White","Veteran","Firms with 20 to 49 employees","2018","2,042","W","64,822","3,231,063","13.2","S","15.0","15.0"
"United States","31-33","Manufacturing","Total","Total","White","Veteran","Firms with 50 to 99 employees","2018","913","W","62,770","3,191,093","26.8","S","26.2","26.5"
"United States","31-33","Manufacturing","Total","Total","White","Veteran","Firms with 100 to 249 employees","2018","628","W","78,654","3,988,822","20.0","S","22.3","17.9"
"United States","31-33","Manufacturing","Total","Total","White","Veteran","Firms with 250 to 499 employees","2018","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Total","Total","White","Veteran","Firms with 500 employees or more","2018","107","W","84,699","4,489,379","30.2","S","10.1","15.9"
"United States","31-33","Manufacturing","Total","Total","Black or African American","Veteran","Firms with no employees","2018","35","K","0","1,232","128.7","S","0.0","51.2"
"United States","31-33","Manufacturing","Total","Total","Black or African American","Veteran","Firms with 1 to 4 employees","2018","52","K","88","1,222","74.8","S","45.8","49.7"
"United States","31-33","Manufacturing","Total","Total","Black or African American","Veteran","Firms with 5 to 9 employees","2018","31","L","179","4,744","24.1","S","27.0","33.3"
"United States","31-33","Manufacturing","Total","Total","Black or African American","Veteran","Firms with 10 to 19 employees","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Total","Total","Black or African American","Veteran","Firms with 20 to 49 employees","2018","6","L","161","8,193","26.8","S","1.0","1.1"
"United States","31-33","Manufacturing","Total","Total","Black or African American","Veteran","Firms with 50 to 99 employees","2018","9","O","547","24,800","17.8","S","1.4","1.0"
"United States","31-33","Manufacturing","Total","Total","Black or African American","Veteran","Firms with 100 to 249 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Total","American Indian and Alaska Native","Veteran","Firms with no employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Total","American Indian and Alaska Native","Veteran","Firms with 1 to 4 employees","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Total","Total","American Indian and Alaska Native","Veteran","Firms with 5 to 9 employees","2018","8","K","53","2,124","55.2","S","52.6","58.3"
"United States","31-33","Manufacturing","Total","Total","American Indian and Alaska Native","Veteran","Firms with 10 to 19 employees","2018","9","L","113","3,022","30.3","S","22.1","36.2"
"United States","31-33","Manufacturing","Total","Total","American Indian and Alaska Native","Veteran","Firms with 20 to 49 employees","2018","5","L","120","5,361","32.1","S","3.1","2.5"
"United States","31-33","Manufacturing","Total","Total","American Indian and Alaska Native","Veteran","Firms with 100 to 249 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Total","Asian","Veteran","Firms with no employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Total","Asian","Veteran","Firms with 1 to 4 employees","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Total","Total","Asian","Veteran","Firms with 5 to 9 employees","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Total","Total","Asian","Veteran","Firms with 10 to 19 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Total","Total","Asian","Veteran","Firms with 20 to 49 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Total","Total","Asian","Veteran","Firms with 50 to 99 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Total","Asian","Veteran","Firms with 100 to 249 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Total","Asian","Veteran","Firms with 500 employees or more","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Total","Native Hawaiian and Other Pacific Islander","Veteran","Firms with 1 to 4 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Total","Native Hawaiian and Other Pacific Islander","Veteran","Firms with 5 to 9 employees","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Total","Native Hawaiian and Other Pacific Islander","Veteran","Firms with 20 to 49 employees","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Total","Native Hawaiian and Other Pacific Islander","Veteran","Firms with 50 to 99 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","31-33","Manufacturing","Total","Total","Minority","Veteran","Firms with no employees","2018","51","L","0","1,659","86.9","S","0.0","37.8"
"United States","31-33","Manufacturing","Total","Total","Minority","Veteran","Firms with 1 to 4 employees","2018","236","M","520","13,828","42.6","S","43.5","43.7"
"United States","31-33","Manufacturing","Total","Total","Minority","Veteran","Firms with 5 to 9 employees","2018","209","R","1,253","39,679","32.1","S","29.2","30.0"
"United States","31-33","Manufacturing","Total","Total","Minority","Veteran","Firms with 10 to 19 employees","2018","176","R","2,192","68,507","42.2","S","38.5","42.3"
"United States","31-33","Manufacturing","Total","Total","Minority","Veteran","Firms with 20 to 49 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Total","Total","Minority","Veteran","Firms with 50 to 99 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","31-33","Manufacturing","Total","Total","Minority","Veteran","Firms with 100 to 249 employees","2018","9","R","1,215","55,018","17.8","S","0.1","0.4"
